id,bundle_type,product_id,product_name,price,product_type,unit_in_mb,validity_in_days,type,units_minutes,units_sms,data,data_social,min,min_flex,idd,dial,owner,message_english,message_arabic,ui_product_id,ui_msg_id,offer_type,whitelist,autobonus,channel,product_status,confirmation_message_id,autobonus_autopilot
130,Hayyak BTL,7857,Monthly 5.5GB and 50 Flexi minutes,4.000,COMBO,5632.000,28.000,Addon,50.000,0.000,5.5,0.000,50,0.000,0.000,*171*817#,Omantel,"Dive into the digital realm with Hayyak BTL from Omantel! Get 5.5 GB Data, 50 min, at just 4.0 RO for 28 days. Dial *171*817# & enjoy the combo offer now!",استمتع بعرض رائع الآن! حزمة Hayyak BTL بسعر 4.0 ريال عماني فقط لمدة 28 يومًا. 5.5 GB، 50 دقيقة، COMBO و *171*817#، احصل الآن. Omantel.,7857,2567,BTL,yes,online,SMS,active,,online
96,Hayyak BTL,7875,Monthly 50GB and 650 flexi minutes,20.000,COMBO,51200.000,28.000,Addon,650.000,0.000,50,0.000,650,0.000,0.000,*171*827#,Omantel,"""Hey there, why miss out on Hayyak BTL bundle for just 20.0 RO? Get 50.0 GB Data, 650 min and more! Dial *171*827# now. Grab it from Omantel. Don't miss out!""",استمتع بعرض رائع! باقة Hayyak BTL بسعر 20.0 ريال عماني تحتوي على 50.0 GB، 650 دقيقة، صالحة لمدة 28 يوماً. اتصل بـ *171*827# تابع العرض. شركة Omantel,7875,2578,BTL,yes,online,SMS,active,,online
167,MBB Data,USG_1140520,MBB 300MB Monthly Auto Renewal Plan,2.000,DATA,307.200,30.000,Addon,0.000,0.000,0.3,0.000,0,0.000,0.000,,Omantel,"Get your MBB Data bundle for just 2.1 RO! Enjoy 0.3 GB data, valid for 30 days with Omantel. Dial *171# now to stay connected everywhere!",استفد من عرض مذهل! حزمة MBB Data بسعر 2.1 ريال عُماني لمدة 30 يومًا. تتضمن 0.3 غيغابايت من البيانات. اتصل الآن بـ *171# لمشترياتك من Omantel.,7815,714,ATL,yes,offline,SMS,active,,no
63,Hayyak Data,USG_1170540,Hayyak Data only 7 GB 10 RO Monthly,10.000,DATA,14336.000,28.000,Master,0.000,0.000,14,0.000,0,0.000,0.000,,Omantel,"""Unleash the power of Hayyak Data bundle for just 10.0 RO! Enjoy 14 GB for 28 days. Dial *171# now and stay connected with Omantel. Don't miss out!""",استفد من عرض Hayyak Data بسعر 10.0 RO لمدة 28 يوم، تتضمن 14 غيغابايت من البيانات مع إمكانية التجديد. اتصل على *171#. احجز العرض الآن!,7801,727,ATL,yes,offline,SMS,active,,no
99,Data BTL Weekly,7855,7 GB Weekly for only RO 3,3.000,DATA,7168.000,7.000,Addon,0.000,0.000,7,0.000,0,0.000,0.000,*171*824#,Omantel,Unlock your online potential with our Data BTL Weekly bundle for just 3.0 RO! Stay connected with 7.0 GB data for 7 days. Dial *171*824# now! Don't miss out!,استمتع بعرض مميز! باقة Data BTL Weekly بسعر 3.0 ريال عماني لمدة 7 أيام، تحصل على 7.0 جيجابايت. اتصل الآن بـ *171*824# واستفد من عرض شبكة Omantel.,7855,2565,BTL,yes,online,SMS,active,,online
161,Hayyak Plus,USG_1141130,Hayyak Plus MBB 5GB,5.000,DATA,5120.000,30.000,Addon,0.000,0.000,5,0.000,0,0.000,0.000,,Omantel,"Unleash the power of data with Hayyak Plus bundle for only 5.25 RO! Get 5GB Data, 30 days validity, and more. Dial *171# now and upgrade with Omantel.",أحصل على باقة Hayyak Plus بسعر مذهل 5.25 ريال عماني لمدة 30 يومًا! 5 جيجابايت للإنترنت والمزيد. اتصل ب *171# الآن. لا تفوت الفرصة! شركة الات,7882,699,ATL,yes,offline,SMS,active,,no
185,Combo BTL Monthly,8855,NBE_Prepaid_RO3_6GB_100MIN_28D,3.000,COMBO,6144.000,28.000,,100.000,0.000,6,0.000,100,,,*171*809#,Omantel,Grab a special offer! Get 6 GB and 100 minutes for 28 days for only 3.0 OMR. Dial *171*809# now!, استفد الآن من عرض خاص! احصل على 6 جيجابايت و 100 دقيقة لمدة 28 يوماً بسعر 3.0 ريال عماني فقط. اتصل بـ *171*809# الآن!,8855,2686,BTL,yes,online,SMS,active,2615,online
103,Hayyak,USG_1140960,Hayyak 3 GB 7 RO Monthly,7.000,DATA,3072.000,30.000,Addon,0.000,0.000,3,0.000,0,0.000,0.000,,Omantel,"""Get the Hayyak bundle for just 7.35 RO! Enjoy 3 GB Data, 30 days validity and more. Dial *171# now! Don't miss out on this great offer by Omantel.""",احصل على باقة Hayyak بسعر 7.35 ريال عماني فقط! 3 جيجابايت لمدة 30 يومًا! استمتع بسرعة الإنترنت مع Omantel الآن! *171#,7819,722,ATL,yes,offline,SMS,active,,no
133,Hayyak Extra,USG_1150260,Hayyak Extra - 25% Extra Topup - 30 days,10.000,NV,0.000,30.000,Addon,0.000,0.000,0,0.000,0,0.000,0.000,,Omantel,"Get the Hayyak Extra bundle for only 10.0 RO! Enjoy 30 days of Data, Data Social, Min, Min Flexi, IDD, and unit_sms. Dial *171# now! Don't miss out! #Omantel",استمتع بعرض مذهل! حزمة Hayyak Extra بسعر 10.0 ر.ع لمدة 30 يومًا. تتضمن Data وData Social ودقائق Flexi و IDD. اتصل بـ *171#. امتلكها الآن! - Omantel,8026,760,ATL,yes,offline,SMS,active,,no
135,Combo BTL Monthly,7850,RO8 - 16GB and 400 Minutes,8.000,COMBO,16384.000,28.000,Addon,400.000,0.000,16,0.000,400,0.000,0.000,,Omantel,"Unleash the power of randomness with Combo BTL Monthly for just 8.0 RO. Get 16.0 GB Data, 400 min, and more. Dial *171#. Don't miss out on this offer from Omantel!",استمتع بعرض خاص! باقة Combo BTL Monthly بسعر 8.0 ريال عماني فقط. تمتع بـ 16.0 جيجابايت من البيانات و 400 دقيقة وحدات SMS، إتصالات دولية ومرنة. اتصل الآن ع,7850,2560,BTL,yes,online,SMS,inactive,,online
139,Data Loan,USG_1140770,Data Loan - 1GB - 7 Days,3.000,DATA,1024.000,7.000,Addon,0.000,0.000,1,0.000,0,0.000,0.000,,Omantel,"Hurry! Grab the Data Loan bundle for just 3.15 RO with 1 GB data, valid for 7 days. Dial *171# now and enjoy with Omantel. Don't miss out!",استمتع بعرض استعارة البيانات! احصل على 1 جيجابايت بسعر 3.15 ريال عماني لمدة 7 أيام. اتصل بـ *171# الآن مع Omantel. العرض ينتظرك!,8021,755,ATL,yes,offline,SMS,active,,no
147,IDD,USG_1170570,IDD Pakistan 100 Min 200 MB 30 Days 2 RO pack,2.000,IDD,204.800,30.000,Addon,100.000,0.000,0.2,0.000,0,0.000,100.000,,Omantel,"Don't miss out on this amazing IDD bundle from Omantel! Get 100 min for only 2.1 RO, valid for 30 days. Dial *171# now and stay connected worldwide.",استفد من عرض رائع! باقة IDD بسعر 2.1 ر.ع تتضمن 100 دقيقة للمكالمات الدولية لمدة 30 يوم. اتصل بـ *171# الآن مع عرض Omantel.,8049,788,ATL,yes,offline,SMS,active,,no
179,Hayyak Plus,USG_1171470,Hayyak Plus 8,8.000,COMBO,8192.000,28.000,Master,150.000,0.000,8,3.000,150,0.000,0.000,*666*8#,omantel,"UNBEATABLE VALUE! Get the Hayyak Plus 8 pack with 8GB Data + 3GB Social, 150 National Mins, and a bonus GCC Roaming Pass (1GB+20min)—all for just RO 8 for 28 days! Dial $*666*8#$ NOW to seize this deal!","احصل على باقة حياك بلس 8 مع 8 جيجابايت بيانات + 3 جيجابايت سوشيال، و 150 دقيقة مكالمات محلية، بالإضافة إلى باقة تجوال دول مجلس التعاون الخليجي مجاناً (1 جيجابايت + 20 دقيقة)!

كل هذا مقابل 8 ريال عماني فقط لمدة 28 يوماً! سارع بالاشتراك الآن عبر طلب الرمز *666*8# لتغتنم هذه الصفقة!",8884,2596,ATL,yes,offline,SMS,active,,no
69,Jawazak,USG_1170380,Jawazak GCC 3 days - 7 OR,6.000,ROAMING,2048.000,3.000,Addon,15.000,0.000,2,0.000,15,0.000,0.000,,Omantel,"""Discover the magic of Jawazak bundle for just 6.3 RO with 3.0 days validity. Stay connected with Data, Data Social, Min, Min Flexi, IDD, unit sms. Dial *171# now! #Omantel""",لا تفوت الفرصة! احصل على باقة Jawazak بسعر مذهل 6.3 ريال عُماني فقط لمدة 3 أيام. اتصالات، رسائل وبيانات مذهلة مع Omantel. اطلب الآن! *171#,7884,729,ATL,yes,offline,SMS,active,,no
79,Combo BTL Monthly,7841,RO1 - 1.5GB and 15 Minutes,1.000,COMBO,1536.000,28.000,Addon,15.000,0.000,1.5,0.000,15,0.000,0.000,,Omantel,"Unlock the power of connectivity with the Combo BTL Monthly bundle from Omantel! Enjoy 1.5GB Data, 15 min Min, for just 1.0 RO. Dial *171#. Join now!   #Omantel",احصل على عرض Combo BTL Monthly من Omantel بسعر 1.0 ريال فقط لمدة 28 يومًا! 1.5 جيجابايت، 15 دقيقة ورقم *171# للتفعيل. استفد من هذا العرض الرائع الآن!,7841,2552,BTL,yes,online,SMS,inactive,,online
114,Hayyak Extra,USG_1150240,Hayyak Extra - 15% Extra Topup - 15 days,3.000,NV,0.000,15.000,Addon,0.000,0.000,0,0.000,0,0.000,0.000,,Omantel,"Unleash the power of Hayyak Extra! For just 3.0 RO, enjoy 15 days of data, social, minutes, flexi, IDD, and SMS. Dial *171# now and feel the difference. Don't miss out! ",احصل على باقة Hayyak Extra بسعر مذهل 3.0 ريال عماني لمدة 15 يومًا! تتضمن بيانات، وسوشل، دقائق، وإنترنت مرن. اتصل بـ *171# الآن مع Omantel.,8024,758,ATL,yes,offline,SMS,active,,no
127,Jawazak,USG_1141450,Jawazak GCC 1GB - 1Day - 4 OMR,4.000,ROAMING,1024.000,1.000,Addon,0.000,0.000,1,0.000,0,0.000,0.000,,Omantel,Unleash your wanderlust with Jawazak bundle for just 4.2 RO and stay connected abroad. Activate now by dialing *171#. Don't miss out on this Omantel deal!,استمتع بعرض جوازك العشوائي بسعر 4.2 ريال عماني، صالح لمدة يوم واحد. يشمل بيانات، وسوشل، ودقائق، ومرنة، وبينات بينما تجوب العالم! ا,7881,728,ATL,yes,offline,SMS,active,,no
190,Combo BTL Monthly,8860,NBE_Prepaid_RO8_20GB_400MIN_28D,8.000,COMBO,20480.000,28.000,,400.000,0.000,20,0.000,400,,,*171*804#,Omantel,Enjoy the Prepaid RO8 bundle from Omantel for only 8.0 Omani Rials (RO) for 28 days. Get 20 GB of data and 400 minutes of calls.Dial *171*804# now!,"استفد الآن من عرض كومبو رائع!
استمتع بباقة Prepaid RO8 من عمانتل بسعر 8.0 ريال عماني فقط لمدة 28 يوماً. تتضمن 20 جيجابايت من البيانات و 400 دقيقة اتصال.
اتصل بـ *171*804# الآن!",8860,2681,BTL,yes,online,SMS,active,2620,online
124,Tourist,USG_1170880,Tourist-10,10.000,COMBO,15360.000,14.000,Master,75.000,0.000,15,0.000,75 L+I,0.000,0.000,,Omantel,"Unleash your wanderlust with our Tourist bundle for 10.0 RO! Enjoy 15 GB Data, 75 L+I min, & more for 14 days. Dial *171# now and explore with Omantel! ",استمتع بعرض سياحي رائع! اشترك في باقة COMBO مقابل 10.0 ريال عماني فقط لمدة 14 يومًا. تحصل على 15 جيجابايت و 75 دقيقة. اتصل بـ *171#. Omantel.,7879,741,ATL,yes,offline,SMS,active,,no
59,Hayyak,USG_1170730,Hayyak 5 OR,5.000,COMBO,6144.000,30.000,Master,100050.000,0.000,6,0.000,100050,0.000,0.000,,Omantel,"Unleash your data potential with Hayyak bundle for just 5 RO! Get 6.0 GB data, 100050 min, and more with a validity of 30 days. Dial *171# now! Don't miss out.",استفد الآن من باقة Hayyak! بسعر جذاب 5 ريال لمدة 30 يوم، تمتع بـ 6GB، 100050 دقيقة، ومزايا أخرى. اتصل بـ *171# للتفاصيل. احصل عليها اليوم,7799,1341,ATL,yes,offline,SMS,active,,no
113,MBB Day night,USG_1170080,MBB Day night promotion - 15 days,5.000,DATA,3072.000,30.000,Addon,0.000,0.000,1.5GB Day + 1.5GB Night,0.000,0,0.000,0.000,,Omantel,Don't miss out on this amazing deal from Omantel! Get 1.5GB Day + 1.5GB Night data for just 5.0 RO. Dial *171# now and enjoy seamless browsing!,عرض لا يُقاوم! احصل على باقة MBB Day night من Omantel بسعر 5.0 ريال عماني فقط. 1.5GB نهارًا و1.5GB ليلاً. صالحة لمدة 30 يومًا. اتصل بـ *171# الآ,7887,737,ATL,yes,offline,SMS,active,,no
156,Marhaba World,USG_1120550,Marhaba World 6Minutes to  MOROCCO,1.000,IDD,0.000,7.000,Addon,6.000,0.000,0,0.000,0,0.000,6.000,,Omantel,"Travel the world with Marhaba World bundle for just 1.0 RO. Enjoy 7 days validity, 6.0 IDD mins, and more. Dial *171# now. Grab this offer from Omantel.",احصل على باقة Marhaba World بسعر جذاب 1.0 ريال عماني، صالحة لمدة 7 أيام من Omantel! استمتع ب 6 دقائق IDD واستخدام الإنترنت والشبكات الاجتماعية. اتصل على *171#,8070,784,ATL,yes,offline,SMS,active,,no
157,Data BTL Weekly,7868,25 GB Weekly for only RO 10,10.000,DATA,25600.000,7.000,Addon,0.000,0.000,25,0.000,0,0.000,0.000,*171*814#,Omantel,Unleash the data beast! Get 25.0 GB for just 10.0 RO with Omantel's Data BTL Weekly bundle. Dial *171*814# now and stay connected for 7 days. Grab it!,استغل عرض الباقة الأسبوعية Data BTL بسعر 10 ريال عماني لمدة 7 أيام! ٢٥ جيجابايت لتصفحك بلا حدود مع Omantel. اتصل على *171*814# الآن!,7868,2575,BTL,yes,online,SMS,active,,online
189,Combo BTL Monthly,8859,NBE_Prepaid_RO7_17GB_350MIN_28D,7.000,COMBO,17408.000,28.000,,350.000,0.000,17,0.000,350,,,*171*805#,Omantel,Enjoy a special offer! Get the Prepaid RO7 17GB Combo from Omantel for only 7.0 OMR for 28 days. It includes 17 GB of data and 350 minutes. Dial *171*805# now!,استمتع بعرض خاص! احصل على باقة Prepaid RO7 17GB Combo من Omantel بسعر 7.0 ريال عماني فقط لمدة 28 يوماً. تتضمن 17 جيجابايت و 350 دقيقة. اتصل بـ *171*805# الآن!,8859,2682,BTL,yes,online,SMS,active,2619,online
82,Marhaba World,USG_1120520,Marhaba World 8Minutes to  TANZANIA,1.000,IDD,0.000,7.000,Addon,8.000,0.000,0,0.000,0,0.000,8.000,,Omantel,"""Discover a new world with Marhaba World bundle for just 1.0 RO. Enjoy 7 days of IDD calls, 8 min IDD, and more. Dial *171# now! Don't miss out! #Omantel""",احصل على باقة Marhaba World الرائعة من Omantel بسعر 1.0 ريال فقط لمدة 7 أيام! تشمل 8 دقائق IDD. اتصل الآن عبر *171# واستمتع بالعرض.,8074,785,ATL,yes,offline,SMS,active,,no
143,Marhaba World,USG_1120540,Marhaba World 13Minutes to IRAN,1.000,IDD,0.000,7.000,Addon,13.000,0.000,0,0.000,0,0.000,13.000,,Omantel,"""Unlock global connections with Marhaba World bundle for 1.0 RO! Enjoy 7 days of IDD calls with 13.0 min included. Dial *171# now with Omantel!""",احصل على باقة Marhaba World بسعر 1.0 ريال عماني، صالحة لمدة 7 أيام، تشمل 13 دقيقة IDD. اتصل عبر *171# واستفد من العرض. - Omantel,8033,767,ATL,yes,offline,SMS,active,,no
172,Hayyak Liberty,USG_1110010,Hayyak Liberty Weekly,0.500,NV,0.000,7.000,Addon,0.000,0.000,0,0.000,0,0.000,0.000,,Omantel,"Get your Hayyak Liberty bundle now for just 0.525 RO! Enjoy 7.0 days of Data, Data Social, Min, Min Flexi, IDD, unit_sms.Dial *171# to grab this offer by Omantel.","استمتع بعرض Hayyak Liberty بسعر 0.525 ريال عماني لمدة 7 أيام! يشمل بيانات, داتا وسوشل, دقائق ودقائق مرنة ومكالمات دولية. اتصل بـ Omantel عبر *171# الآن",8027,761,ATL,yes,offline,SMS,inactive,,no
173,MBB Data,USG_1140010,MBB 1GB Daily,1.000,DATA,1024.000,1.000,Addon,0.000,0.000,1,0.000,0,0.000,0.000,,Omantel,"Unleash the power of connectivity with MBB Data bundle for just 1.155 RO! Get 1 GB of data, valid for 1 day. Dial *171# now & embrace seamless browsing with Omantel.",ابتسم واحصل على عرض رائع! حصل على باقة MBB Data بسعر رائع 1.155 ريال عماني من Omantel. 1 جيجابايت لمدة يوم. اتصال *171# الآن!,8043,694,ATL,yes,offline,SMS,active,,no
101,Combo BTL Monthly,7853,RO24 - 80GB and 2000 Minutes,24.000,COMBO,81920.000,28.000,Addon,2000.000,0.000,80,0.000,2000,0.000,0.000,,Omantel,"""Unleash the power of connectivity with our Combo BTL Monthly bundle at just 24.0 RO! Enjoy 80.0 GB Data, 2000 min, and more! Dial *171# now! #Omantel""",استمتع بعرض عشوائي رائع! باقة Combo BTL Monthly بسعر 24.0 ر.ع لمدة 28 يوم. 80.0 جيجابايت، 2000 دقيقة وإمكانية الإتصال الدولي. اتصل بـ*171#. امتلكه,7853,2563,BTL,yes,online,SMS,inactive,,online
181,Hayyak Plus,USG_1171490,Hayyak Plus 13,13.000,COMBO,18432.000,28.000,Master,350.000,0.000,18,6.000,350,0.000,0.000,*666*13#,omantel,18GB of pure data + 6GB for social media and 350 National Minutes for just RO 13! Stay connected everywhere with a GCC Roaming Pass (1GB + 20 Min) for 28 days. Dial *666*13# now and unlock your ultimate connection!,24 جيجابايت من البيانات (18 جيجابايت عامة + 6 جيجابايت سوشيال ميديا) و 350 دقيقة محلية مقابل 13 ريالاً عمانياً فقط! استمر في الاتصال أينما كنت مع باقة تجوال دول مجلس التعاون الخليجي (1 جيجابايت + 20 دقيقة) لمدة 28 يوماً. اشترك الآن عبر طلب: *666*13#!,8886,2598,ATL,yes,offline,SMS,active,,no
115,Data BTL Monthly,7846,RO3 - 15GB Data,3.000,DATA,15360.000,28.000,Addon,0.000,0.000,15,0.000,0,0.000,0.000,*171*821#,Omantel,"Get the Data BTL Monthly bundle for just 3.0 RO. Enjoy 15.0 GB of data, valid for 28 days. Dial *171*821# now and seize this amazing offer from Omantel!",استمتع بعرض رائع! باقة Data BTL Monthly بسعر 3.0 ريال عماني تمنحك 15.0 جيجابايت لمدة 28 يوم. اتصل بـ*171*821# الآن للاستفادة. لا تفوتها! - Omantel,7846,2556,BTL,yes,online,SMS,active,,online
117,Hayyak Plus,USG_1170840,Hayyak Plus 18,18.000,COMBO,30720.000,28.000,Master,600.000,0.000,30,0.000,0,600.000,0.000,,Omantel,"Unlock a world of connectivity with Hayyak Plus bundle for just 18.0 RO! Enjoy 30 GB Data, 600.0 min Flexi, and more for 28 days. Dial *171# now. Embrace the randomness!",احصل على باقة Hayyak Plus بسعر 18.0 ريال عُماني فقط لمدة 28 يومًا! تتضمن 30 جيجابايت و 600 دقيقة مكالمات مرنة. اتصل الآن بـ *171# واستمتع بالع,7896,706,ATL,yes,offline,SMS,active,,no
72,National Voice,USG_1121470,Monthly 300 National Minutes plan- 28 days,3.000,NV,0.000,28.000,Addon,300.000,0.000,0,0.000,300,0.000,0.000,,Omantel,Don't miss out on this amazing deal from Omantel! Get 300 mins for just 3.0 RO with a 28-day validity. Dial *171# now and enjoy! #Omantel #NationalVoice,استمتع بعرض مذهل! باقة صوتية وطنية من Omantel بسعر رائع 3.0 ر.ع. تتضمن 300 دقيقة لمدة 28 يوم. اتصل على *171# للتفاصيل.,7824,719,ATL,yes,offline,SMS,active,,no
87,Marhaba World,USG_1120480,Marhaba World 15Minutes to KUWAIT,1.000,IDD,0.000,7.000,Addon,15.000,0.000,0,0.000,0,0.000,15.000,,Omantel,"Discover the magic of Marhaba World bundle by Omantel! For just 1.0 RO, get 7 days of Data, Social, Min, Min Flexi, and 15.0 min IDD. Dial *171# now!",احصل على باقة Marhaba World الرائعة من Omantel بسعر جذاب 1.0 ر.ع لمدة 7 أيام! تمتع بـ15 دقيقة للمكالمات الدولية والكثير من البيانات والرسائل. اتصل الآن عبر,8060,772,ATL,yes,offline,SMS,active,,no
116,Data BTL Weekly,7861,15 GB Weekly for only RO 6,6.000,DATA,15360.000,7.000,Addon,0.000,0.000,15,0.000,0,0.000,0.000,*171*820#,Omantel,Get ready for a wild data ride!   Enjoy 15.0GB for just 6.0 RO with Omantel's Data BTL Weekly bundle. Dial *171*820# now & surf non-stop for 7 days!  #Stay Connected,استفد الآن من عرض خاص! باقة Data BTL Weekly بسعر 6.0 ريال عماني فقط لمدة 7 أيام. 15.0 GB لتصفح الإنترنت بدون قيود. اتصل الآن بـ *171*820# - Omantel.,7861,2570,BTL,yes,online,SMS,active,,online
46,Marhaba World,USG_1120440,Marhaba World 11Minutes to ETHIOPIA,1.000,IDD,0.000,7.000,Addon,11.000,0.000,0,0.000,0,0.000,11.000,,Omantel,Unleash your wanderlust with Marhaba World bundle for just 1.0 RO! Stay connected globally with 11.0 IDD min. Dial *171# now! Offer by Omantel.,استفد الآن من باقة Marhaba World بسعر 1.0 ر.ع لمدة 7 أيام! تضم دقائق IDD و Data و Data Social ورسائل واتساب. اتصل بـ *171# الآن واستمتع بالعرض. - Omantel,8031,765,ATL,yes,offline,SMS,active,,no
146,Night Data,USG_1141680,10GB Night Data ? 7 Days ? 2 OR,2.000,DATA,10240.000,7.000,Addon,0.000,0.000,10,0.000,0,0.000,0.000,,Omantel,Don't miss out on the Night Data bundle for 2.0 RO! Get 10 GB for 7 days. Dial *171# now to enjoy fast internet with Omantel. Don't let this offer slip away!,احصل الآن على باقة Night Data بـ 10 جيجا بايت لمدة 7 أيام بسعر 2.0 ريال عماني من Omantel. اتصل بـ *171# واستمتع بتصفح لا نهاية له!,7825,716,ATL,yes,offline,SMS,active,,no
66,Tourist,USG_1170890,Tourist-Unlimited,20.000,COMBO,9999999.999,14.000,Master,100.000,0.000,999999,0.000,100 L+I,0.000,0.000,,Omantel,"Unleash your wanderlust with the Tourist bundle for just 20.0 RO! Enjoy unlimited GB data, 100 L+I min, and more. Dial *171# now and roam with Omantel!",استمتع بعرض سياحي رائع! بـ 20 ريال تحصل على باقة COMBO من أمانتل لمدة 14 يوماً: بيانات غير محدودة و 100 دقيقة محلية ودولية. *171# العرض.,7880,743,ATL,yes,offline,SMS,active,,no
91,IDD Voucher,USG_1120010,IDD Voucher - Standard,0.951,NV,0.000,7.000,Addon,35.000,0.000,0,0.000,0,35.000,0.000,,Omantel,"Get connected globally with our amazing IDD Voucher bundle for just 0.999 RO! Enjoy 35.0 min Flexi, 7.0 days validity & more. Dial *171# now. Don't miss out!",احصل على باقة IDD Voucher بسعر مذهل 0.999 ريال عماني فقط! 35 دقيقة Flexi، صلاحية 7 أيام. اتصل برمز *171# مع Omantel. استغل العرض الآن!,8029,763,ATL,yes,offline,SMS,active,,no
150,MBB Data,USG_1141600,MBB 2GB Daily,1.500,DATA,2048.000,1.000,Addon,0.000,0.000,2,0.000,0,0.000,0.000,,Omantel,Don't miss out on this amazing deal! Get 2 GB of data for just 1.5 RO with Omantel's MBB Data bundle. Dial *171# now and stay connected!,لا تضيع الفرصة! احصل على باقة MBB Data بسعر 1.5 ريال عماني فقط لمدة يوم واحد. تتضمن 2 جيجابايت. اتصل بـ *171# وتابع مع Omantel.,7833,734,ATL,yes,offline,SMS,active,,no
80,Marhaba World,USG_1120410,Marhaba World 30Minutes to INDONESIA,1.000,IDD,0.000,7.000,Addon,30.000,0.000,0,0.000,0,0.000,30.000,,Omantel,"Don't miss out on the Marhaba World bundle for just 1.0 RO! Enjoy 7 days of IDD calls, 30 min, and more. Dial *171# now. Offer by Omantel.",احصل على باقة Marhaba World الرائعة بسعر 1.0 ريال عماني فقط! إطالة صلاحيتها لمدة 7 أيام و 30 دقيقة للمكالمات الدولية. لا تفوت هذا العرض مع Omantel. اتص,8066,778,ATL,yes,offline,SMS,active,,no
86,National Voice,USG_1121440,Weekly 50 National Minutes plan ? 7 days,0.500,NV,0.000,7.000,Addon,50.000,0.000,0,0.000,50,0.000,0.000,,Omantel,"Hurry! Stay connected with Omantel's National Voice bundle for just 0.5 RO. Get 50 mins, valid for 7 days. Dial *171# now - don't miss out!",استمتع بعرض رائع! باقة الصوت الوطنية بسعر 0.5 ريال لمدة 7 أيام. احصل على 50 دقيقة للمكالمات الوطنية. اتصل بالرمز *171#. مقدمة من Omantel.,7820,721,ATL,yes,offline,SMS,active,,no
123,MBB Day night,USG_1170070,MBB Day night promotion - 10 days,3.000,DATA,1500.000,30.000,Addon,0.000,0.000,750 MB Day + 750 Night,0.000,0,0.000,0.000,,Omantel,Don't miss out on this amazing deal! Get the MBB Day night bundle for only 3.0 RO. Enjoy 750MB Day + 750 Night GB data with a validity of 30 days. Dial *171# now!,احصل على باقة MBB Day night بسعر 3.0 ريال عماني فقط! 750MB نهاراً + 750GB ليلاً. صالحة لمدة 30 يوم. اطلب الآن على *171#. مع Omantel.,7885,736,ATL,yes,offline,SMS,active,,no
53,Marhaba World,USG_1120490,Marhaba World 15Minutes to BAHRAIN,1.000,IDD,0.000,7.000,Addon,15.000,0.000,0,0.000,0,0.000,15.000,,Omantel,"Don't miss out on the thrill! Grab the Marhaba World bundle for just 1.0 RO. Enjoy 7 days of IDD calls, 15.0 IDD minutes, and much more. Dial *171# now! Owned by Omantel.",احصل على باقة Marhaba World بسعر مذهل 1.0 ريال عماني لمدة 7 أيام! تشمل 15 دقيقة IDD والمزيد. اتصل عبر *171# واستفد من العرض. لا تضيع الفرصة! تطبق الشرو,8058,771,ATL,yes,offline,SMS,active,,no
94,Data BTL Monthly,7839,RO1 - 5GB Data,1.000,DATA,5120.000,28.000,Addon,0.000,0.000,5,0.000,0,0.000,0.000,*171*828#,Omantel,Get hooked on data with our Data BTL Monthly bundle for just 1.0 RO! Enjoy 5.0 GB for 28 days. Dial *171*828# now to stay connected. Only from Omantel!,استمتع بعرض حصري! باقة Data BTL Monthly بسعر 1.0 ريال لمدة 28 يوماً من أومانتل. احصل على 5.0 جيجابايت لتصفّح الإنترنت بحرية. اتصل ب *171*828# الآن!,7839,2551,BTL,yes,online,SMS,active,,online
126,Data BTL Daily,7910,Daily 2GB for RO 1.5 only,1.500,DATA,2048.000,1.000,Addon,0.000,0.000,2,0.000,0,0.000,0.000,*171*818#,Omantel,Unlock endless possibilities with our Data BTL Daily bundle at just 1.5 RO for 2.0 GB data. Stay connected with Omantel's unbeatable offer. Dial *171*818# now!,سارع الآن! احصل على باقة Data BTL Daily بسعر مذهل 1.5 ريال لمدة يوم وبـ 2.0 جيجابايت. اتصل بـ *171*818# الآن واستفد من عرض شركة Omantel.,7910,2580,BTL,yes,online,SMS,active,,online
183,Hayyak Plus,USG_1171510,Hayyak Plus 21,21.000,COMBO,40960.000,28.000,Master,650.000,0.000,40,20.000,650,0.000,0.000,*666*21#,omantel,"Don't miss out! Get the Hayyak Plus 21 pack for just 21 RO and dominate for 28 days! You'll score a massive 40GB of data PLUS a bonus 20GB for social media access, 650 National Minutes, AND a 2GB + 30 min GCC Roaming Pass for your travels. Dial *666*21# NOW to grab this ultimate bundle!",لا تفوّت الفرصة! احصل على باقة حياك بلس 21 مقابل 21 ر.ع فقط، وسيطر على مدار 28 يومًا! ستحصل على 40 جيجابايت ضخمة من البيانات بالإضافة إلى 20 جيجابايت إضافية لتطبيقات التواصل الاجتماعي، و 650 دقيقة وطنية، و 2 جيجابايت + 30 دقيقة تجوال في دول مجلس التعاون الخليجي لرحلاتك! اتصل بالرمز *666*21# الآن لتحصل على هذه الباقة الأسطورية!,8888,2600,ATL,yes,offline,SMS,active,,no
