product_id,product_name,price,month,number_of_purchases,unique_customers,total_revenue,arpu
USG_1170920,Jawazak World 30Days - 4 GB - 24 OMR,24,2026-07,0,0,0,0
USG_1170920,Jawazak World 30Days - 4 GB - 24 OMR,24,2026-08,0,0,0,0
USG_1171000,Hayyak Plus 7,7,2026-03,1651,1493,10917.0528,7.31215861
USG_1171000,Hayyak Plus 7,7,2026-04,1125,1025,7413.3704,7.23255649
USG_1171000,Hayyak Plus 7,7,2026-05,992,878,6492.2921,7.39441014
USG_1171000,Hayyak Plus 7,7,2026-06,816,787,5333.36,6.77682338
USG_1171000,Hayyak Plus 7,7,2026-07,698,647,4509.8225,6.97035935
USG_1171000,Hayyak Plus 7,7,2026-08,658,658,4286.6881,6.51472356
USG_1171010,Hayyak Plus 10 old,10,2026-03,839,760,7897.6114,10.39159395
USG_1171010,Hayyak Plus 10 old,10,2026-04,591,520,5523.804,10.6227
USG_1171010,Hayyak Plus 10 old,10,2026-05,483,426,4533.3288,10.6416169
USG_1171010,Hayyak Plus 10 old,10,2026-06,403,386,3752.3772,9.72118446
USG_1171010,Hayyak Plus 10 old,10,2026-07,357,340,3304.7586,9.71987824
USG_1171010,Hayyak Plus 10 old,10,2026-08,328,328,3057.1398,9.32054817
USG_1171020,Hayyak Plus 15,15,2026-03,221,190,3147.1398,16.56389368
USG_1171020,Hayyak Plus 15,15,2026-04,143,128,2028.5694,15.84819844
USG_1171020,Hayyak Plus 15,15,2026-05,118,101,1657.1412,16.40733861
USG_1171020,Hayyak Plus 15,15,2026-06,95,89,1342.8558,15.08826742
USG_1171020,Hayyak Plus 15,15,2026-07,84,79,1185.7131,15.00902658
USG_1171020,Hayyak Plus 15,15,2026-08,76,76,1071.4275,14.09773026
USG_1171030,Hayyak Plus 20,20,2026-03,198,175,3739.044,21.36596571
USG_1171030,Hayyak Plus 20,20,2026-04,166,143,3123.8064,21.8448
USG_1171030,Hayyak Plus 20,20,2026-05,120,108,2209.5216,20.45853333
USG_1171030,Hayyak Plus 20,20,2026-06,100,96,1809.522,18.8491875
USG_1171030,Hayyak Plus 20,20,2026-07,88,82,1599.9984,19.51217561
USG_1171030,Hayyak Plus 20,20,2026-08,76,76,1371.4272,18.04509474
USG_1171440,Hayyak Plus 3,3,2026-03,52763,36653,110771.7353,3.02217377
USG_1171440,Hayyak Plus 3,3,2026-04,49158,34492,96102.7761,2.7862338
USG_1171440,Hayyak Plus 3,3,2026-05,44645,31182,88688.3234,2.84421536
USG_1171440,Hayyak Plus 3,3,2026-06,42424,32253,74711.7543,2.31642806
USG_1171440,Hayyak Plus 3,3,2026-07,41813,30687,76281.4898,2.4857917
USG_1171440,Hayyak Plus 3,3,2026-08,33145,25409,60001.5368,2.3614285
USG_1171450,Hayyak Plus 5,5,2026-03,94283,78497,369556.6126,4.70790747
USG_1171450,Hayyak Plus 5,5,2026-04,93739,78300,344059.7644,4.39412215
USG_1171450,Hayyak Plus 5,5,2026-05,91297,76102,341678.718,4.48974689
USG_1171450,Hayyak Plus 5,5,2026-06,88223,77626,310830.6649,4.00420819
USG_1171450,Hayyak Plus 5,5,2026-07,93945,80132,319335.5243,3.98511861
USG_1171450,Hayyak Plus 5,5,2026-08,71781,64688,259003.5437,4.00388857
USG_1171460,Hayyak Plus 6,6,2026-03,5789,4036,30238.4952,7.49219405
USG_1171460,Hayyak Plus 6,6,2026-04,4937,3389,25359.5239,7.48289286
USG_1171460,Hayyak Plus 6,6,2026-05,5580,4069,26741.7073,6.57205881
USG_1171460,Hayyak Plus 6,6,2026-06,4783,3648,24038.2605,6.58943544
USG_1171460,Hayyak Plus 6,6,2026-07,4686,3448,23624.2145,6.85157033
USG_1171460,Hayyak Plus 6,6,2026-08,3950,3147,19936.7275,6.33515332
USG_1171470,Hayyak Plus 8,8,2026-03,27584,24102,163158.6307,6.76950588
USG_1171470,Hayyak Plus 8,8,2026-04,32821,29001,150964.0969,5.20547901
USG_1171470,Hayyak Plus 8,8,2026-05,34129,30378,151537.95,4.98841102
USG_1171470,Hayyak Plus 8,8,2026-06,35550,33045,137691.2592,4.16678043
USG_1171470,Hayyak Plus 8,8,2026-07,39254,35484,143610.948,4.04720291
USG_1171470,Hayyak Plus 8,8,2026-08,28628,27136,116890.3619,4.30757525
USG_1171480,Hayyak Plus 11,11,2026-03,9466,8069,92851.3902,11.5071744
USG_1171480,Hayyak Plus 11,11,2026-04,8629,7304,81231.5588,11.12151681
USG_1171480,Hayyak Plus 11,11,2026-05,8942,7599,82205.1437,10.81788968
USG_1171480,Hayyak Plus 11,11,2026-06,7881,7054,71857.0209,10.18670554
USG_1171480,Hayyak Plus 11,11,2026-07,8139,7097,72748.8664,10.25065047
USG_1171480,Hayyak Plus 11,11,2026-08,6325,5860,56846.7995,9.70081903
USG_1171490,Hayyak Plus 13,13,2026-03,8614,7247,100913.6955,13.92489244
USG_1171490,Hayyak Plus 13,13,2026-04,7943,6610,92143.4422,13.94000638
USG_1171490,Hayyak Plus 13,13,2026-05,8255,6900,91735.1505,13.29494935
USG_1171490,Hayyak Plus 13,13,2026-06,7594,6596,84598.5521,12.82573561
USG_1171490,Hayyak Plus 13,13,2026-07,7947,6815,85270.1754,12.51213139
USG_1171490,Hayyak Plus 13,13,2026-08,6101,5564,67299.4139,12.09550933
USG_1171500,Hayyak Plus 16,16,2026-03,3862,3329,55110.5225,16.55467783
USG_1171500,Hayyak Plus 16,16,2026-04,3803,3221,54081.7601,16.79036327
USG_1171500,Hayyak Plus 16,16,2026-05,3863,3264,54814.0336,16.7935152
USG_1171500,Hayyak Plus 16,16,2026-06,3593,3186,50115.6709,15.72996576
USG_1171500,Hayyak Plus 16,16,2026-07,3785,3303,52307.4555,15.83634741
USG_1171500,Hayyak Plus 16,16,2026-08,2940,2700,40765.5161,15.0983393
USG_1171510,Hayyak Plus 21,21,2026-03,3911,3280,72276.1312,22.03540585
USG_1171510,Hayyak Plus 21,21,2026-04,3704,3073,67953.1088,22.11295438
USG_1171510,Hayyak Plus 21,21,2026-05,3899,3159,72168.9166,22.84549433
USG_1171510,Hayyak Plus 21,21,2026-06,3731,3196,68270.3774,21.36119443
USG_1171510,Hayyak Plus 21,21,2026-07,3961,3358,70006.3291,20.8476263
USG_1171510,Hayyak Plus 21,21,2026-08,3138,2844,56023.8969,19.69897922
USG_1110050,Expat National Day,1,2026-03,0,0,0,0
USG_1110050,Expat National Day,1,2026-04,0,0,0,0
USG_1110050,Expat National Day,1,2026-05,0,0,0,0
USG_1110050,Expat National Day,1,2026-06,0,0,0,0
USG_1110050,Expat National Day,1,2026-07,0,0,0,0
USG_1110050,Expat National Day,1,2026-08,0,0,0,0
USG_122020,Postpaid BTL GCC voice roaming minutes - 25 minutes - 1 day - 500 BZ,0.5,2026-03,0,0,0,0
USG_122020,Postpaid BTL GCC voice roaming minutes - 25 minutes - 1 day - 500 BZ,0.5,2026-04,0,0,0,0
USG_122020,Postpaid BTL GCC voice roaming minutes - 25 minutes - 1 day - 500 BZ,0.5,2026-05,0,0,0,0
USG_122020,Postpaid BTL GCC voice roaming minutes - 25 minutes - 1 day - 500 BZ,0.5,2026-06,0,0,0,0
USG_122020,Postpaid BTL GCC voice roaming minutes - 25 minutes - 1 day - 500 BZ,0.5,2026-07,0,0,0,0
USG_122020,Postpaid BTL GCC voice roaming minutes - 25 minutes - 1 day - 500 BZ,0.5,2026-08,0,0,0,0
USG_1220480,5-OMR-180 Min-Non Auto renewal,5,2026-03,1416,1071,7080,6.6106443
USG_1220480,5-OMR-180 Min-Non Auto renewal,5,2026-04,894,591,4470,7.5634518
USG_1220480,5-OMR-180 Min-Non Auto renewal,5,2026-05,1146,723,5730,7.9253112
USG_1220480,5-OMR-180 Min-Non Auto renewal,5,2026-06,1020,651,5100,7.8341014
USG_1220480,5-OMR-180 Min-Non Auto renewal,5,2026-07,1023,697,5115,7.338594
USG_1220480,5-OMR-180 Min-Non Auto renewal,5,2026-08,838,614,4190,6.8241042
USG_1220550,5-OMR-180 Min-Auto renewal,5,2026-03,2742,2724,13710,5.0330396
USG_1220550,5-OMR-180 Min-Auto renewal,5,2026-04,2754,2719,13770,5.0643619
USG_1220550,5-OMR-180 Min-Auto renewal,5,2026-05,3076,3053,15380,5.0376679
USG_1220550,5-OMR-180 Min-Auto renewal,5,2026-06,2984,2969,14920,5.025261
USG_1220550,5-OMR-180 Min-Auto renewal,5,2026-07,145,135,725,5.3703704
USG_1220550,5-OMR-180 Min-Auto renewal,5,2026-08,2898,2891,14490,5.0121065
USG_1220770,2-OMR-50 Min-Non Auto renewal,2,2026-03,473,406,946,2.3300493
USG_1220770,2-OMR-50 Min-Non Auto renewal,2,2026-04,411,335,822,2.4537313
USG_1220770,2-OMR-50 Min-Non Auto renewal,2,2026-05,557,452,1114,2.4646018
USG_1220770,2-OMR-50 Min-Non Auto renewal,2,2026-06,538,454,1076,2.3700441
USG_1220770,2-OMR-50 Min-Non Auto renewal,2,2026-07,445,360,890,2.4722222
USG_1220770,2-OMR-50 Min-Non Auto renewal,2,2026-08,245,208,490,2.3557692
USG_1220810,1 OMR-250 Min I/B/P- Without auto renewal,1,2026-03,4356,3063,4356,1.4221352
USG_1220810,1 OMR-250 Min I/B/P- Without auto renewal,1,2026-04,4156,2887,4156,1.4395566
USG_1220810,1 OMR-250 Min I/B/P- Without auto renewal,1,2026-05,4514,3101,4514,1.4556595
USG_1220810,1 OMR-250 Min I/B/P- Without auto renewal,1,2026-06,4423,3081,4423,1.4355729
USG_1220810,1 OMR-250 Min I/B/P- Without auto renewal,1,2026-07,4432,2920,4432,1.5178082
USG_1220810,1 OMR-250 Min I/B/P- Without auto renewal,1,2026-08,4179,3047,4179,1.371513
USG_1221010,1 OMR-250 Min I/B/P- With auto renewal,1,2026-03,12820,12817,12820,1.0002341
USG_1221010,1 OMR-250 Min I/B/P- With auto renewal,1,2026-04,11269,11265,11269,1.0003551
USG_1221010,1 OMR-250 Min I/B/P- With auto renewal,1,2026-05,12029,12023,12029,1.000499
USG_1221010,1 OMR-250 Min I/B/P- With auto renewal,1,2026-06,10742,10740,10742,1.0001862
USG_1221010,1 OMR-250 Min I/B/P- With auto renewal,1,2026-07,138,136,138,1.0147059
USG_1221010,1 OMR-250 Min I/B/P- With auto renewal,1,2026-08,10714,10713,10714,1.0000933
USG_1221800,UAE-100 minutes-weekly,1,2026-03,515,357,515,1.442577
USG_1221800,UAE-100 minutes-weekly,1,2026-04,643,436,643,1.4747706
USG_1221800,UAE-100 minutes-weekly,1,2026-05,787,585,787,1.3452991
USG_1221800,UAE-100 minutes-weekly,1,2026-06,869,656,869,1.3246951
USG_1221800,UAE-100 minutes-weekly,1,2026-07,969,725,969,1.3365517
USG_1221800,UAE-100 minutes-weekly,1,2026-08,693,551,693,1.2577132
USG_1221810,UAE-Unlimited weekly,3,2026-03,125,112,375,3.3482143
USG_1221810,UAE-Unlimited weekly,3,2026-04,174,148,522,3.527027
USG_1221810,UAE-Unlimited weekly,3,2026-05,237,198,711,3.5909091
USG_1221810,UAE-Unlimited weekly,3,2026-06,240,210,720,3.4285714
USG_1221810,UAE-Unlimited weekly,3,2026-07,279,237,837,3.5316456
USG_1221810,UAE-Unlimited weekly,3,2026-08,174,148,522,3.527027
USG_1221820,UAE-1500 min-Monthly,5,2026-03,220,214,1100,5.1401869
USG_1221820,UAE-1500 min-Monthly,5,2026-04,252,231,1260,5.4545455
USG_1221820,UAE-1500 min-Monthly,5,2026-05,290,257,1450,5.6420233
USG_1221820,UAE-1500 min-Monthly,5,2026-06,291,282,1455,5.1595745
USG_1221820,UAE-1500 min-Monthly,5,2026-07,285,261,1425,5.4597701
USG_1221820,UAE-1500 min-Monthly,5,2026-08,233,219,1165,5.3196347
USG_1221830,Zong-300 min-weekly,3,2026-03,11,11,33,3
USG_1221830,Zong-300 min-weekly,3,2026-04,25,21,75,3.5714286
USG_1221830,Zong-300 min-weekly,3,2026-05,42,29,126,4.3448276
USG_1221830,Zong-300 min-weekly,3,2026-06,13,11,39,3.5454545
USG_1221830,Zong-300 min-weekly,3,2026-07,0,0,0,0
USG_1221830,Zong-300 min-weekly,3,2026-08,1,1,3,3
USG_1221840,Zong-2000 min-monthly,5,2026-03,11,9,55,6.1111111
USG_1221840,Zong-2000 min-monthly,5,2026-04,24,15,120,8
USG_1221840,Zong-2000 min-monthly,5,2026-05,29,17,145,8.5294118
USG_1221840,Zong-2000 min-monthly,5,2026-06,7,6,35,5.8333333
USG_1221840,Zong-2000 min-monthly,5,2026-07,0,0,0,0
USG_1221840,Zong-2000 min-monthly,5,2026-08,0,0,0,0
USG_1221940,Baqati ISD 800 Minutes ? Auto Renewal,3,2026-03,896,896,2688,3
USG_1221940,Baqati ISD 800 Minutes ? Auto Renewal,3,2026-04,977,970,2931,3.0216495
USG_1221940,Baqati ISD 800 Minutes ? Auto Renewal,3,2026-05,1109,1098,3327,3.0300546
USG_1221940,Baqati ISD 800 Minutes ? Auto Renewal,3,2026-06,1093,1090,3279,3.0082569
USG_1221940,Baqati ISD 800 Minutes ? Auto Renewal,3,2026-07,127,126,381,3.0238095
USG_1221940,Baqati ISD 800 Minutes ? Auto Renewal,3,2026-08,1174,1172,3522,3.0051195
USG_1221950,Baqati ISD 800 Minutes,3,2026-03,518,376,1554,4.1329787
USG_1221950,Baqati ISD 800 Minutes,3,2026-04,378,264,1134,4.2954545
USG_1221950,Baqati ISD 800 Minutes,3,2026-05,359,233,1077,4.6223176
USG_1221950,Baqati ISD 800 Minutes,3,2026-06,390,253,1170,4.6245059
USG_1221950,Baqati ISD 800 Minutes,3,2026-07,434,247,1302,5.2712551
USG_1221950,Baqati ISD 800 Minutes,3,2026-08,391,253,1173,4.6363636
USG_1222010,Jawazak Voice - 5,5,2026-03,117,93,585,6.2903226
USG_1222010,Jawazak Voice - 5,5,2026-04,154,130,770,5.9230769
USG_1222010,Jawazak Voice - 5,5,2026-05,159,138,795,5.7608696
USG_1222010,Jawazak Voice - 5,5,2026-06,154,144,770,5.3472222
USG_1222010,Jawazak Voice - 5,5,2026-07,262,235,1310,5.5744681
USG_1222010,Jawazak Voice - 5,5,2026-08,124,115,620,5.3913043
USG_1222030,Postpaid BTL GCC voice roaming minutes - 50 minutes - 3 day - 1 OMR,1,2026-03,0,0,0,0
USG_1222030,Postpaid BTL GCC voice roaming minutes - 50 minutes - 3 day - 1 OMR,1,2026-04,0,0,0,0
USG_1222030,Postpaid BTL GCC voice roaming minutes - 50 minutes - 3 day - 1 OMR,1,2026-05,0,0,0,0
USG_1222030,Postpaid BTL GCC voice roaming minutes - 50 minutes - 3 day - 1 OMR,1,2026-06,0,0,0,0
USG_1222030,Postpaid BTL GCC voice roaming minutes - 50 minutes - 3 day - 1 OMR,1,2026-07,0,0,0,0
USG_1222030,Postpaid BTL GCC voice roaming minutes - 50 minutes - 3 day - 1 OMR,1,2026-08,0,0,0,0
USG_1222040,Postpaid BTL GCC voice roaming - 100 mins - 7 days - 2 OMR,2,2026-03,0,0,0,0
USG_1222040,Postpaid BTL GCC voice roaming - 100 mins - 7 days - 2 OMR,2,2026-04,1,1,2,2
USG_1222040,Postpaid BTL GCC voice roaming - 100 mins - 7 days - 2 OMR,2,2026-05,1,1,2,2
USG_1222040,Postpaid BTL GCC voice roaming - 100 mins - 7 days - 2 OMR,2,2026-06,0,0,0,0
USG_1222040,Postpaid BTL GCC voice roaming - 100 mins - 7 days - 2 OMR,2,2026-07,0,0,0,0
USG_1222040,Postpaid BTL GCC voice roaming - 100 mins - 7 days - 2 OMR,2,2026-08,0,0,0,0
USG_1222100,Jawazak Voice - 3,3,2026-03,160,138,480,3.4782609
USG_1222100,Jawazak Voice - 3,3,2026-04,79,69,237,3.4347826
USG_1222100,Jawazak Voice - 3,3,2026-05,46,38,138,3.6315789
USG_1222100,Jawazak Voice - 3,3,2026-06,53,46,159,3.4565217
USG_1222100,Jawazak Voice - 3,3,2026-07,70,64,210,3.28125
USG_1222100,Jawazak Voice - 3,3,2026-08,49,42,147,3.5
USG_1222110,Internation 50 Mins,3,2026-03,239,141,717,5.0851064
USG_1222110,Internation 50 Mins,3,2026-04,204,171,612,3.5789474
USG_1222110,Internation 50 Mins,3,2026-05,247,202,741,3.6683168
USG_1222110,Internation 50 Mins,3,2026-06,236,181,708,3.9116022
USG_1222110,Internation 50 Mins,3,2026-07,295,227,885,3.8986784
USG_1222110,Internation 50 Mins,3,2026-08,173,145,519,3.5793103
USG_1230130,2 OMR-Unlimited SMS,2,2026-03,2750,2746,5500,2.0029133
USG_1230130,2 OMR-Unlimited SMS,2,2026-04,2459,2450,4918,2.0073469
USG_1230130,2 OMR-Unlimited SMS,2,2026-05,2722,2712,5444,2.0073746
USG_1230130,2 OMR-Unlimited SMS,2,2026-06,2469,2468,4938,2.0008104
USG_1230130,2 OMR-Unlimited SMS,2,2026-07,243,237,486,2.0506329
USG_1230130,2 OMR-Unlimited SMS,2,2026-08,2384,2383,4768,2.0008393
USG_1243630,5 OMR-5 GB-Weekly,5,2026-03,20782,13622,103910,7.6281016
USG_1243630,5 OMR-5 GB-Weekly,5,2026-04,16081,9948,80405,8.0825292
USG_1243630,5 OMR-5 GB-Weekly,5,2026-05,13420,8711,67100,7.7029044
USG_1243630,5 OMR-5 GB-Weekly,5,2026-06,12192,7882,60960,7.7340776
USG_1243630,5 OMR-5 GB-Weekly,5,2026-07,15127,9576,75635,7.8983918
USG_1243630,5 OMR-5 GB-Weekly,5,2026-08,10152,6998,50760,7.253501
USG_1243730,5 OMR-Unlimited-Weekly,5,2026-03,33742,24489,168710,6.8892156
USG_1243730,5 OMR-Unlimited-Weekly,5,2026-04,26554,18425,132770,7.2059701
USG_1243730,5 OMR-Unlimited-Weekly,5,2026-05,24077,17131,120385,7.0273189
USG_1243730,5 OMR-Unlimited-Weekly,5,2026-06,22197,16159,110985,6.8683087
USG_1243730,5 OMR-Unlimited-Weekly,5,2026-07,24372,16972,121860,7.1800613
USG_1243730,5 OMR-Unlimited-Weekly,5,2026-08,13465,10523,67325,6.3978903
USG_1244220,3 OMR-2GB-weekly,3,2026-03,10016,9091,30048,3.3052469
USG_1244220,3 OMR-2GB-weekly,3,2026-04,8993,7927,26979,3.4034313
USG_1244220,3 OMR-2GB-weekly,3,2026-05,7484,6843,22452,3.2810171
USG_1244220,3 OMR-2GB-weekly,3,2026-06,7018,6636,21054,3.1726944
USG_1244220,3 OMR-2GB-weekly,3,2026-07,8702,8109,26106,3.2193859
USG_1244220,3 OMR-2GB-weekly,3,2026-08,3914,3723,11742,3.1539081
USG_1244330,1 OMR -1 GB-Daily,1,2026-03,32766,13034,32766,2.5138868
USG_1244330,1 OMR -1 GB-Daily,1,2026-04,29094,11383,29094,2.5559167
USG_1244330,1 OMR -1 GB-Daily,1,2026-05,26558,10633,26558,2.4976959
USG_1244330,1 OMR -1 GB-Daily,1,2026-06,14816,6627,14816,2.2357024
USG_1244330,1 OMR -1 GB-Daily,1,2026-07,20500,8844,20500,2.3179557
USG_1244330,1 OMR -1 GB-Daily,1,2026-08,6291,2497,6291,2.5194233
USG_1246990,Postpaid BTL Unlimited Youtube - 1 day - 500 BZ,0.5,2026-03,0,0,0,0
USG_1246990,Postpaid BTL Unlimited Youtube - 1 day - 500 BZ,0.5,2026-04,0,0,0,0
USG_1246990,Postpaid BTL Unlimited Youtube - 1 day - 500 BZ,0.5,2026-05,0,0,0,0
USG_1246990,Postpaid BTL Unlimited Youtube - 1 day - 500 BZ,0.5,2026-06,0,0,0,0
USG_1246990,Postpaid BTL Unlimited Youtube - 1 day - 500 BZ,0.5,2026-07,0,0,0,0
USG_1246990,Postpaid BTL Unlimited Youtube - 1 day - 500 BZ,0.5,2026-08,0,0,0,0
USG_1247000,Postpaid BTL Unlimited Youtube - 2 days - 1 OMR,1,2026-03,0,0,0,0
USG_1247000,Postpaid BTL Unlimited Youtube - 2 days - 1 OMR,1,2026-04,0,0,0,0
USG_1247000,Postpaid BTL Unlimited Youtube - 2 days - 1 OMR,1,2026-05,0,0,0,0
USG_1247000,Postpaid BTL Unlimited Youtube - 2 days - 1 OMR,1,2026-06,0,0,0,0
USG_1247000,Postpaid BTL Unlimited Youtube - 2 days - 1 OMR,1,2026-07,0,0,0,0
USG_1247000,Postpaid BTL Unlimited Youtube - 2 days - 1 OMR,1,2026-08,0,0,0,0
USG_1247020,Postpaid BTL Unlimited National data - 1 day - 1 OMR,1,2026-03,0,0,0,0
USG_1247020,Postpaid BTL Unlimited National data - 1 day - 1 OMR,1,2026-04,0,0,0,0
USG_1247020,Postpaid BTL Unlimited National data - 1 day - 1 OMR,1,2026-05,0,0,0,0
USG_1247020,Postpaid BTL Unlimited National data - 1 day - 1 OMR,1,2026-06,0,0,0,0
USG_1247020,Postpaid BTL Unlimited National data - 1 day - 1 OMR,1,2026-07,0,0,0,0
USG_1247020,Postpaid BTL Unlimited National data - 1 day - 1 OMR,1,2026-08,0,0,0,0
USG_1247030,Postpaid BTL Unlimited National data - 2 days - 1 OMR,1,2026-03,0,0,0,0
USG_1247030,Postpaid BTL Unlimited National data - 2 days - 1 OMR,1,2026-04,0,0,0,0
USG_1247030,Postpaid BTL Unlimited National data - 2 days - 1 OMR,1,2026-05,0,0,0,0
USG_1247030,Postpaid BTL Unlimited National data - 2 days - 1 OMR,1,2026-06,0,0,0,0
USG_1247030,Postpaid BTL Unlimited National data - 2 days - 1 OMR,1,2026-07,0,0,0,0
USG_1247030,Postpaid BTL Unlimited National data - 2 days - 1 OMR,1,2026-08,0,0,0,0
USG_1247500,Baqati Green - Booster - 7GB,1,2026-03,741,741,741,1
USG_1247500,Baqati Green - Booster - 7GB,1,2026-04,462,433,462,1.0669746
USG_1247500,Baqati Green - Booster - 7GB,1,2026-05,253,244,253,1.0368852
USG_1247500,Baqati Green - Booster - 7GB,1,2026-06,97,97,97,1
USG_1247500,Baqati Green - Booster - 7GB,1,2026-07,0,0,0,0
USG_1247500,Baqati Green - Booster - 7GB,1,2026-08,0,0,0,0
USG_1247510,Baqati Bronze - Booster - 14GB,1,2026-03,1325,1325,1325,1
USG_1247510,Baqati Bronze - Booster - 14GB,1,2026-04,844,791,844,1.0670038
USG_1247510,Baqati Bronze - Booster - 14GB,1,2026-05,464,441,464,1.0521542
USG_1247510,Baqati Bronze - Booster - 14GB,1,2026-06,130,130,130,1
USG_1247510,Baqati Bronze - Booster - 14GB,1,2026-07,0,0,0,0
USG_1247510,Baqati Bronze - Booster - 14GB,1,2026-08,0,0,0,0
USG_1247520,Baqati Silver - Booster - 20GB,1,2026-03,727,727,727,1
USG_1247520,Baqati Silver - Booster - 20GB,1,2026-04,416,399,416,1.0426065
USG_1247520,Baqati Silver - Booster - 20GB,1,2026-05,250,237,250,1.0548523
USG_1247520,Baqati Silver - Booster - 20GB,1,2026-06,81,81,81,1
USG_1247520,Baqati Silver - Booster - 20GB,1,2026-07,0,0,0,0
USG_1247520,Baqati Silver - Booster - 20GB,1,2026-08,0,0,0,0
USG_1247530,Baqati Gold - Booster - 25GB,1,2026-03,877,877,877,1
USG_1247530,Baqati Gold - Booster - 25GB,1,2026-04,534,507,534,1.0532544
USG_1247530,Baqati Gold - Booster - 25GB,1,2026-05,294,284,294,1.0352113
USG_1247530,Baqati Gold - Booster - 25GB,1,2026-06,100,100,100,1
USG_1247530,Baqati Gold - Booster - 25GB,1,2026-07,0,0,0,0
USG_1247530,Baqati Gold - Booster - 25GB,1,2026-08,0,0,0,0
USG_1247540,Baqati Platinum - Booster - 60GB,1,2026-03,178,178,178,1
USG_1247540,Baqati Platinum - Booster - 60GB,1,2026-04,124,119,124,1.0420168
USG_1247540,Baqati Platinum - Booster - 60GB,1,2026-05,80,74,80,1.0810811
USG_1247540,Baqati Platinum - Booster - 60GB,1,2026-06,15,15,15,1
USG_1247540,Baqati Platinum - Booster - 60GB,1,2026-07,0,0,0,0
USG_1247540,Baqati Platinum - Booster - 60GB,1,2026-08,0,0,0,0
USG_1248010,Baqati Green - Khareef Data - 5GB - 12 Months - (New and Upgrade Customers),0,2026-03,30704,30703,0,0
USG_1248010,Baqati Green - Khareef Data - 5GB - 12 Months - (New and Upgrade Customers),0,2026-04,26462,26461,0,0
USG_1248010,Baqati Green - Khareef Data - 5GB - 12 Months - (New and Upgrade Customers),0,2026-05,28305,28305,0,0
USG_1248010,Baqati Green - Khareef Data - 5GB - 12 Months - (New and Upgrade Customers),0,2026-06,24451,24451,0,0
USG_1248010,Baqati Green - Khareef Data - 5GB - 12 Months - (New and Upgrade Customers),0,2026-07,0,0,0,0
USG_1248010,Baqati Green - Khareef Data - 5GB - 12 Months - (New and Upgrade Customers),0,2026-08,1,1,0,0
USG_1248020,Baqati Bronze Plus - Khareef Data - 10GB - 12 Months - (New and Upgrade Customers),0,2026-03,9329,9328,0,0
USG_1248020,Baqati Bronze Plus - Khareef Data - 10GB - 12 Months - (New and Upgrade Customers),0,2026-04,8262,8261,0,0
USG_1248020,Baqati Bronze Plus - Khareef Data - 10GB - 12 Months - (New and Upgrade Customers),0,2026-05,8589,8588,0,0
USG_1248020,Baqati Bronze Plus - Khareef Data - 10GB - 12 Months - (New and Upgrade Customers),0,2026-06,7558,7557,0,0
USG_1248020,Baqati Bronze Plus - Khareef Data - 10GB - 12 Months - (New and Upgrade Customers),0,2026-07,0,0,0,0
USG_1248020,Baqati Bronze Plus - Khareef Data - 10GB - 12 Months - (New and Upgrade Customers),0,2026-08,0,0,0,0
USG_1248030,Baqati Silver - Khareef Data - 20GB - 12 Months - (New and Upgrade Customers),0,2026-03,6619,6619,0,0
USG_1248030,Baqati Silver - Khareef Data - 20GB - 12 Months - (New and Upgrade Customers),0,2026-04,5929,5929,0,0
USG_1248030,Baqati Silver - Khareef Data - 20GB - 12 Months - (New and Upgrade Customers),0,2026-05,6173,6173,0,0
USG_1248030,Baqati Silver - Khareef Data - 20GB - 12 Months - (New and Upgrade Customers),0,2026-06,5551,5551,0,0
USG_1248030,Baqati Silver - Khareef Data - 20GB - 12 Months - (New and Upgrade Customers),0,2026-07,0,0,0,0
USG_1248030,Baqati Silver - Khareef Data - 20GB - 12 Months - (New and Upgrade Customers),0,2026-08,0,0,0,0
USG_1248040,Baqati Gold - Khareef Data - 30GB - 12 Months - (New and Upgrade Customers),0,2026-03,5350,5350,0,0
USG_1248040,Baqati Gold - Khareef Data - 30GB - 12 Months - (New and Upgrade Customers),0,2026-04,4848,4848,0,0
USG_1248040,Baqati Gold - Khareef Data - 30GB - 12 Months - (New and Upgrade Customers),0,2026-05,5046,5046,0,0
USG_1248040,Baqati Gold - Khareef Data - 30GB - 12 Months - (New and Upgrade Customers),0,2026-06,4590,4590,0,0
USG_1248040,Baqati Gold - Khareef Data - 30GB - 12 Months - (New and Upgrade Customers),0,2026-07,0,0,0,0
USG_1248040,Baqati Gold - Khareef Data - 30GB - 12 Months - (New and Upgrade Customers),0,2026-08,0,0,0,0
USG_1248050,Baqati Platinum - Khareef Data - 50GB - 12 Months - (New and Upgrade Customers),0,2026-03,1495,1494,0,0
USG_1248050,Baqati Platinum - Khareef Data - 50GB - 12 Months - (New and Upgrade Customers),0,2026-04,1366,1365,0,0
USG_1248050,Baqati Platinum - Khareef Data - 50GB - 12 Months - (New and Upgrade Customers),0,2026-05,1425,1424,0,0
USG_1248050,Baqati Platinum - Khareef Data - 50GB - 12 Months - (New and Upgrade Customers),0,2026-06,1253,1252,0,0
USG_1248050,Baqati Platinum - Khareef Data - 50GB - 12 Months - (New and Upgrade Customers),0,2026-07,0,0,0,0
USG_1248050,Baqati Platinum - Khareef Data - 50GB - 12 Months - (New and Upgrade Customers),0,2026-08,0,0,0,0
USG_1248060,Baqati Green - Khareef Data - 5GB - 1 Month - (Existing customers),1,2026-03,3,3,3,1
